Unnamed: 0,Категория товара,Наименование,Ansal код,Ansal название,Цена Ansal Оптовая,Цена Ansal Розничная,Reld код,Reld название,Цена Reld Оптовая,Цена Reld Розничная,Bellini код,Bellini название,Цена Bellini Оптовая,Цена Bellini Розничная,Uriarte код,Uriarte название,Цена Uriarte Оптовая,Цена Uriarte Розничная,Fijamom код ,Fijamom название,Fijamom Цена Fijamom Оптовая,Цена Fijamom Розничная
,**ЗАПЧАСТИ для пылесосов,Bolsa de papel DAEWO LUQSTOFF x 5,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Filtro esponja aspiradora SAMSUNG DJ97,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Bolsa de papel PHILIPS FC8344 x 5,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Bolsa de papel DELONGHI PENTA x 5,,,,,,,,,,,,,,,,,,,,
,*INDESIT,Perilla 1/2 caña horno electrico interruptor negra,,,,,,,,,,,,,,,,,,,,
,*INDESIT,Perilla 1/2 caña horno electrico termostato negra,,,,,,,,,,,,,,,,,,,,
,*INDESIT,Perilla horno electrico c/chaveta para timer negra,,,,,,,,,,,,,,,,,,,,
,*INDESIT,Perilla horno electrico c/chaveta para timer blanca,,,,,,,,,,,,,,,,,,,,
,*INDESIT,Perilla 1/2 caña horno electrico termostato blanca,,,,,,,,,,,,,,,,,,,,
,*INDESIT,Perilla 1/2 caña horno electrico interruptor blanca,,,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Bols mini pimer BRAUN corto,,,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Cardan licuadora PHILIPS Ø27mm,,,,,,,,,,,,,,,,,,,,
,**Ремни*,Correa fabricadora de pan ATMA L415mm,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ  для хлебопечек,Paleta fabricadora de pan PHILIPS Ø9mm,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ  для хлебопечек,"Engranaje fabricadora de pan ATMA Ø45,5mm h11mm",,,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Cardanes mini pimer conjunto 4 unidades,,,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Cardan licuadora LILIANA 516/517/518 Ø37mm,,,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Cuchilla licuadora OSTER,,,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Cuchilla licuadora PHILIPS Comfort,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для кофемашин,Vaso cafetera regulable conico negro,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для кофемашин,Vaso cafetera PHILIPS HR7447 negro,,,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Mecha copa Ø55mm BREMEN,,,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Mecha copa Ø60mm BREMEN,,,,,,,,,,,,,,,,,,,,
,*МЕТИЗЫ,"Tuerca Ø1/4""",,,,,,,,,,,,,,,,,,,,
,*МЕТИЗЫ,Tarugo espiga N12,,,,,,,,,,,,,,,,,,,,
,*МЕТИЗЫ,Tarugo espiga N10,,,,,,,,,,,,,,,,,,,,
,**Патрубок*,Codo entrada SAMSUNG DC67 1702/8650,,,,,,,,,,,,,,,,,,,,
,**Патрубок*,Codo salida AURORA 5502 5508,,,,,,,,,,,,,,,,,,,,
,**Патрубок*,Codo vapor AURORA 8512 8514,,,,,,,,,,,,,,,,,,,,
,"**Термостаты, термодатчики*",Sensor temperatura SAMSUNG,,,,,,,,,,,,,,,,,,,,
,**Крепление люка*,Tensor de goma amortiguador EWT09/10/24 ,,,,,,,,,,,,,,,,,,,,
,*З/Ч К ЭЛЕКТРОИНСТРУМЕНТУ,Interruptor 4 contactos 3 puntos 10A,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia horno  400W 110V L305mm,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia horno  400W 110V L325mm,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia horno  400W 110V L315mm,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia horno  400W 110V L300mm,,,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Tuerca de bloqueo BRAUN,,,,,,,,,,,,,,,,,,,,
,***Крыльчатки*,Aspas para forzador Ø100mm 28˚ NoFrost,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ  для кулеров,Canilla dispenser caliente,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ  для кулеров,Canilla dispenser frio,,,,,,,,,,,,,,,,,,,,
,*Предохранители*,Fusible alto voltaje 0.75A 5kV con estuche,,,,,,,,,,,,,,,,,,,,
,*Вентиль кондиционера*,"Valvula split Ø3/4"" R-410A",,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для кофемашин,Manija cafetera Volturno 3 pocillos,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia horno 1800W 220V 2 cont ORBIS convecta 9600/9700,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для кофемашин,Oring cafetera Ø60mm OSTER EXPRESS,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia horno 465W 110V L360mm,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia horno 515W 110V L400mm,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia horno 525W 110V L410mm,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для бойлеров,Brida sello de entrada termotanque ovalo,,,,,,,,,,,,,,,,,,,,
,*Предохранители*,Termoclupa L1400mm 8x1 bifilar MORELLI soporte grueso,,,,,,,,,,,,,,,,,,,,
,"*Кнопки,выключатели*",Termostato encendido pava electrica 16A 220V,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Motor aspiradora 450W h95mm Ø72mm ELECTROLUX CW22,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Kit mecheros de aluminio cocina ESCORIAL completo,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia horno 410W 110V L330mm,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia horno 425W 110V L370mm,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia horno 476W 110V L320mm,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia horno 415W 110V L350mm,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia horno 440W 110V L380mm,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia horno 450W 110V L380mm,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia horno 486W 110V L390mm,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia horno 505W 110V L404mm,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia horno 1100W 220V superior 4 cont DOMEC,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ  для мясорубок,Disco maquina de picar standard №10/12 Ø68x4mm,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ  для мясорубок,Disco maquina de picar standard №32 Ø99x4mm,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ  для мясорубок,Cuchilla maquina de picar standard №22 Ø71mm 15x15mm cuadrado,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ  для мясорубок,Cuchilla maquina de picar standard №32 Ø86mm 15x15mm cuadrado,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ  для мясорубок,Gusano para maquina de picar standard №12 L205mm cuadrado,,,,,,,,,,,,,,,,,,,,
,ХОЛОДИЛЬНАЯ ТЕХНИКА,Rollo cortina frigorifico 1x100mm,,,,,,,,,,,,,,,,,,,,
,*Шланги спиральные*,"Manguera cristal de Ø5/8"" rollo x 1m",,,,,,,,,,,,,,,,,,,,
,**Припой*,"Varillas soldadura ARGENTA 2,0mm alum B122 kg",,,,,,,,,,,,,,,,,,,,
,**Припой*,"Varillas soldadura 2% 3,0mm plata und  ARGENTA SP2",,,,,,,,,,,,,,,,,,,,
,*CASTOLIN,Varillas soldadura 5% plata und china,,,,,,,,,,,,,,,,,,,,
,**Припой*,Varillas soldadura fosf HARRIS 0% AG und,,,,,,,,,,,,,,,,,,,,
,**Припой*,Varillas soldadura fosf HARRIS 2% AG und,Harris 778622,663701002,,,S5%,,,,,,,,,,,,,,,
,**Припой*,Varillas soldadura fosf HARRIS 5% AG und,Harris 778625,663701003,,,,,,,,,,,,,,,,,,
,Труба медная,"Caño Ø5/16"" fraccionado",,,,,,,,,,,,,,,,,,,,
,ХОЛОДИЛЬНАЯ ТЕХНИКА,Filtro con chicote 50gr BG,491208,620212001,,,W28023-B,,,,,,,,,,,,,,,
,**Разное стирка*,Cangilon CANDY L150mm CO 108/128 GO,,,,,,,,,,,,,,,,,,,,
,**Разное стирка*,Cangilon DREAN GOLD L180mm 6.06-10/1910/156 ,,,,,,,,,,,,,,,,,,,,
,**Патрубок*,Codo recto DREAN a bomba,,,,,,,,,,,,,,,,,,,,
,**Патрубок*,Codo salida ELECTROLUX EWF6800 PHILCO,,,,,,,,,,,,,,,,,,,,
,СТИРАЛЬНЫЕ МАШИНЫ,Filtro azul GAFA ELAC 9/10,,,,,,,,,,,,,,,,,,,,
,**Ручки люка*,Tirador puerta PATRIOT/COV/DIPLOMATIC/MARSHALL,,,,,,,,,,,,,,,,,,,,
,**Датчики уровны воды*,Presostato 3 contactos PEABODY,,,,,,,,,,,,,,,,,,,,
,**Датчики уровны воды*,Sensor hall SIAM LSI-LS60,,,,,,,,,,,,,,,,,,,,
,**Ручки люка*,Tirador puerta AUTOBALANCE 166D/TC/TD/169/186,,,,,,,,,,,,,,,,,,,,
,**Ручки люка*,Tirador puerta DREAN 166,,,,,,,,,,,,,,,,,,,,
,**Ручки люка*,Tirador puerta WHIRPOOL 664/654 AURORA,,,,,,,,,,,,,,,,,,,,
,**Масло*,Aceite bomba de vacio 1L BG,,,,,,,,,,,,,,,,,,,,
,**Датчики уровны воды*,Presostato 3 contactos DC96-01703A frontal,,,,,,,,,,,,,,,,,,,,
,**Датчики уровны воды*,Presostato 3 contactos DN-S23 superior,,,,,,,,,,,,,,,,,,,,
,*Предохранители*,"Fusible 5x20mm 5,0A",,,,,,,,,,,,,,,,,,,,
,*З/Ч К ЭЛЕКТРОИНСТРУМЕНТУ,Punta PH2 PHILIPS 25 mm atornillador MILWAUKEEE,,,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Pelacable frontal automatico JA,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для СВЧ,"Papel mica universal microonda 50x40x0,4mm",,,,,,,,,,,,,,,,,,,,
,**КЭНы*,Electrovalvula 1 via 90° Ø15mm terminal 220V  SANYO,,,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Brazo mixer LILIANA rojo,,,,,,,,,,,,,,,,,,,,
,*ЭЛЕКТРОННЫЕ КОМПОНЕНТЫ,Conector cable 5 vias 4 mm²,,,,,,,,,,,,,,,,,,,,
,*ЭЛЕКТРОННЫЕ КОМПОНЕНТЫ,"Conector cable HCPM-3 2,5mm²",,,,,,,,,,,,,,,,,,,,
,*ЭЛЕКТРОННЫЕ КОМПОНЕНТЫ,Conector cable 3 vias 4 mm²,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для СВЧ,Ruedas microondas Ø170 mm anillo,,,,,,,,,,,,,,,,,,,,
,**Подшипники*,Ruleman   608 2RS 08x22x07mm,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Filtro aspiradora 110x123x21mm SAMSUNG DJ63,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia horno 440W 110V L470mm,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia horno 450W 110V L520mm,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia horno 400W 110V L340mm,,,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Vaso licuadora 1800ml LILIANA  Al519,,,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Vaso licuadora 1200ml LILIANA Al938-9 AM330,,,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Reparacion vaso licuadora con buje Ø26x6mm,,,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle CANDY LONGVIE L6508/10,,,,,,,,,,,,,,,,,,,,
,**Манжет люка*,Fuelle CANDY lavaseca  LONGVIE LS8012,,,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Polea tensora secarropas WHIRPOOL PATRICK,,,,,,,,,,,,,,,,,,,,
,**КЭНы*,Electrovalvula 2 vias 90° 220V terminal ELAC 9/10,,,,,,,,,,,,,,,,,,,,
,**Разное стирка*,Agitador SAMSUNG L410mm,,,,,,,,,,,,,,,,,,,,
,**Ремни*,Correa 1172 5PJ DREAN EXCELLENT 166,,,,,,,,,,,,,,,,,,,,
,**Ремни*,Correa 556 5PJ HUTCHINSON WH 13/16,,,,,,,,,,,,,,,,,,,,
,**Крестовины,"Eje soporte ELECTROLUX TURCO Ø25,4mm h111,5mm",,,,,,,,,,,,,,,,,,,,
,**Разное стирка*,Pata ferrodo redondo Ø38mm AURORA Y LONGVIE,,,,,,,,,,,,,,,,,,,,
,**Разное стирка*,Pata ferrodo cuadrado 48x48mm CANDY KELVYN 66,,,,,,,,,,,,,,,,,,,,
,**Ремни*,Correa DREAN CONCEPT 5 vias L640mm,,,,,,,,,,,,,,,,,,,,
,**Ремни*,Correa DREAN CONCEPT 5.05 12 vias L620mm,,,,,,,,,,,,,,,,,,,,
,**Разное стирка*,Conjunto traba secarropas KOHINOOR 2000,,,,,,,,,,,,,,,,,,,,
,"**Шланги заливные, сливные, аквастопы*","Manguera carga sello metalico 2,0m",,,,,,,,,,,,,,,,,,,,
,"**Шланги заливные, сливные, аквастопы*","Manguera carga sello metalico 2,5m",,,,,,,,,,,,,,,,,,,,
,"**Шланги заливные, сливные, аквастопы*","Manguera carga sello metalico 3,0m",,,,,,,,,,,,,,,,,,,,
,**Крепление люка*,Embrague Ø24mm  DREAN CONCEPT modelo nuevo 5.05,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Zocalo ceramico para horno electrico,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для СВЧ,*Тарелка СВЧ Ø245мм без крепления LG  3390W1G005A (Маркетплейс),,,,,,,,,,,,,,,,,,,,
,**Фреон большие баллоны*,"Refrigerante R-410A 2,8kg NECTON",,,,,,,,,,,,,,,,,,,,
,*Шланги заправочные*,Kit 3 mangueras 150cm 800PSI R-410 COOLTECH,,,,,,,,,,,,,,,,,,,,
,*Шланги заправочные*,Kit 3 mangueras 90cm 800Psi R-410 COOLTECH,,,,,,,,,,,,,,,,,,,,
,*Шланги заправочные*,Manguera de vacio 3400Psi 3/8-1/4 COOLTECH,,,,,,,,,,,,,,,,,,,,
,"*Вентили,переходники*","Union bronce rosca/soldadura 3/4""",,,,,,,,,,,,,,,,,,,,
,**Фреон большие баллоны*,"Refrigerante R-410A 11,3kg NECTON",,,,,,,,,,,,,,,,,,,,
,*Ключи вентильные*,Ovulo repuesto valvula acceso,,,,,,,,,,,,,,,,,,,,
,*Коллекторы*,Manifold R22/R32/R410/R1234 3 mangueras 150cm BLUESTAR    ,,,,,,,,,,,,,,,,,,,,
,*Шланги заправочные*,Kit 3 mangueras 150cm 800Psi R-410A BLUESTAR,,,,,,,,,,,,,,,,,,,,
,*Термостаты  бытовые*,Termostato ROBERTSHAW RC22036-4 2S PATRICK,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для СВЧ,Magnetron  900W 2M-219-319K,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ  для хлебопечек,Piñon fabrica de pan ATMA HP4031E/4040,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Bolsa de papel ROWENTA BULLY X 5,,,,,,,,,,,,,,,,,,,,
,**Термостаты*,Termostato plancha 10A 250°C 250V  4770/47711,,,,,,,,,,,,,,,,,,,,
,**Ремни*,Correa fabricadora de pan L522mm ATMA hp4060 /recco,,,,,,,,,,,,,,,,,,,,
,*Датчики*,Retardador de arranque QD068-110/220V 1.8/10sg,,,,,,,,,,,,,,,,,,,,
,*АВТОКОНДИЦИОНИРОВАНИЕ,Valvula pinche 3 tornillos LT_341C,946110,900622001,,,GGT-341C,,,,,,,,,,,,,,,
,**Насосы*,Bomba desagote HANYU 8 trabas 30W medio giro,,,,,,,,,,,,,,,,,,,,
,**Ремни*,Correa 1235 J5,,,,,,,,,,,,,,,,,,,,
,"Фитинги медные, гайки",Hidrolavadora inalambrica 18.5V 1200mAh 300W,,,,,,,,,,,,,,,,,,,,
,*Термостаты  бытовые*,Termostato ARUKI AWTB-124GS,907784,DB-TD-20,,,,,,,,,,,,,,,,,,
,*Термостаты  бытовые*,Termostato  DF3900 WPF29.3C ELECTROLUX,,,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Eje L260mm Ø25mm DREAN 5.05/TECH,,,,,,,,,,,,,,,,,,,,
,**КЭНы*,Electrovalvula 3 vias 2-180°-1-90° LONGVIE lavaseca,,,,,,,,,,,,,,,,,,,,
, Направление  СБТ,"Precinto nylon 4,8x400mm blanco",,,,,,,,,,,,,,,,,,,,
,*З/Ч К СПЛИТ-СИСТЕМАМ,Forzador split exterior 42W FG240 derecho,,,,,,,,,,,,,,,,,,,,
,**Фреон большие баллоны*,Refrigerante R-410A 650gr NECTON,,,,,,,,,,,,,,,,,,,,
,ХОЛОДИЛЬНАЯ ТЕХНИКА,"Filtro molecular BLUESTAR XF-083S Ø3/8""",,,,,,,,,,,,,,,,,,,,
,ХОЛОДИЛЬНАЯ ТЕХНИКА,"Filtro molecular BLUESTAR XF-084F Ø1/2""",,,,,,,,,,,,,,,,,,,,
,ХОЛОДИЛЬНАЯ ТЕХНИКА,"Filtro molecular BLUESTAR XF-083F Ø3/8""",,,,,,,,,,,,,,,,,,,,
,*Трубогибы*,Dobladora caño a 180° CT-364A DSZH,913470,,,,,,,,,,,,,,,,,,,
,*Шланги заправочные*,Depresor manguera modelo nuevo,,,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Manguera dupla Ø8mm Gas/Oxigeno 1m,,,,,,,,,,,,,,,,,,,,
,Флекс,"Aislacion Ø1 1/8"" 13mm (1,8m) WINCELL",,,,,,,,,,,,,,,,,,,,
,*Бытовая Серия,Motocompresor EMBRACO FFU130HAX 1/3+HP R-134a,575027,,,,,,,,,,,,,,,,,,,
,*Реле*,Protector termico 3/4HP COMPELA T5706,,,,,,,,,,,,,,,,,,,,
,*Реле*,Protector termico 1 1/2HP redondo QD-1,,,,,,,,,,,,,,,,,,,,
,*Реле*,Protector termico 1/2HP redondo QD-14,,,,,,,,,,,,,,,,,,,,
,*Реле*,Protector termico 1HP redondo QD-15,,,,,,,,,,,,,,,,,,,,
,*Реле*,Protector termico 2HP redondo QD-16,,,,,,,,,,,,,,,,,,,,
,*Реле*,Protector termico 3/4HP redondo QD-18,,,,,,,,,,,,,,,,,,,,
,"**Шланги заливные, сливные, аквастопы*",Tubo presostato ml x Ø8mm,,,,,,,,,,,,,,,,,,,,
,**КОМПРЕССОРА*,Motocompresor DONPER SU118CY1 1/5HP R-600a,,,,,,,,,,,,,,,,,,,,
,**КОМПРЕССОРА*,Motocompresor DONPER S76CZ1 1/4HP R-134a,,,,,,,,,,,,,,,,,,,,
,*Кабель для кондиционера*,"Cable tipo taller 3x2,5 IMI",782114,310110005,,,,,,,,,,,,,,,,,,
,**КЭНы*,Electrovalvula 2 vias 90° Ø12mm 220V Emicol,,,,,,,,,,,,,,,,,,,,
,**КЭНы*,Electrovalvula 2 vias 180° Ø12mm 220V Emicol,,,,,,,,,,,,,,,,,,,,
,Флекс,Cinta duct tape 48mm x 9m,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для пылесосов,Bolsa de papel PHILIPS SYDNEY x 5 unid,,,,,,,,,,,,,,,,,,,,
,БЫТОВАЯ ТЕХНИКА,Eje porta accesorio PHILIPS HR 7630,,,,,,,,,,,,,,,,,,,,
,*ERRECOM,Sellador rosca 30ml NYLON K11 jeringa,,,,,,,,,,,,,,,,,,,,
,***Вентиляторы для установки в проём*,Cooler 120x120x38mm 5 paletas buje,,,,,,,,,,,,,,,,,,,,
,*Стальные*,"Filtro molecular BLUESTAR XF-082F Ø1/4""",,,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Bomba condensado BLUESTAR MUTE 20L/H,,,,,,,,,,,,,,,,,,,,
,Флекс,Cinta blanca sin adhesivo 70mm x 20m COOLTECH,,,,,,,,,,,,,,,,,,,,
,*Вальцовка*,Pestañadora VFT808E-MIS Ø1/4 х 3/4 & Ø6 x 19mm cortadora Ø4-32mm escariador VALUE,,,,,,,,,,,,,,,,,,,,
,*Вальцовка*,Pestañadora VFT808L-MIS Ø1/4 х 3/4 & Ø6 x 19mm cortadora Ø4-32mm VALUE,,,,,,,,,,,,,,,,,,,,
,**КОМПРЕССОРА*,Motocompresor CUBIGEL GPY14RA 1/3+HP R-134a,,,,,,,,,,,,,,,,,,,,
,"**ЗАПЧАСТИ для духовок, электроплит",Resistencia horno 510W 110V L440mm,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для СВЧ,Transformador microondas MD-801CMR-1,,,,,,,,,,,,,,,,,,,,
,**ЗАПЧАСТИ для СВЧ,Transformador microondas MD-901CMR-1,,,,,,,,,,,,,,,,,,,,
,*Вальцовка*,"Pestañadora VFT808L-IS Ø1/4"" x 3/4"" cortadora Ø4-32mm VALUE",,,,,,,,,,,,,,,,,,,,
,*ИНСТРУМЕНТ,Tapa decorativa para split,,,,,,,,,,,,,,,,,,,,
,*THERMOWATT,Perilla para termostato con flecha blanca,,,,,,,,,,,,,,,,,,,,
,**Масло*,Aceite bomba de vacio REFRIOIL (1L),,,,,,,,,,,,,,,,,,,,
,**Масло*,"Aceite REFRIOIL PAG  46 (0,5L)",,,,,,,,,,,,,,,,,,,,
,*ТРВ Danfoss*,Tobera SANHUA 00-RFKH02,,,,,,,,,,,,,,,,,,,,
,*Стальные*,"Filtro molecular BLUESTAR XF-053F Ø3/8""",,,,,,,,,,,,,,,,,,,,
,**Фреон большие баллоны*,Refrigerante R-22 1kg DUPONT,,,,,,,,,,,,,,,,,,,,
,ХОЛОДИЛЬНАЯ ТЕХНИКА,Filtro cobre sin chicote 20gr LT,116200,620212010,,,W13006,,,,,,,,,,,,,,,
,*ИНСТРУМЕНТ,Caja de herramientas CT-278,,,,,,,,,,,,,,,,,,,,
,*ИНСТРУМЕНТ,Caja de herramientas CT-275,,,,,,,,,,,,,,,,,,,,
, Направление  СБТ,Mecha copa Ø65mm BREMEN,,,,,,,,,,,,,,,,,,,,
,**Термостаты*,Bimetal REF-REP-0130 (100292),,,,,,,,,,,,,,,,,,,,
,"*Вентили,переходники*",Valvula pinche para lata R-22/134 PFCF00525,946110,900622001,,,GGT-341C,,,,,,,,,,,,,,,
,"*Вентили,переходники*","Codo de carga con tuerca 5/16"" x 5/16"" PFCF00549",,,,,,,,,,,,,,,,,,,,
,"Фитинги медные, гайки","Adaptador Y de alto vacio 3/8"" PFCF00548",,,,,,,,,,,,,,,,,,,,
,"*Вентили,переходники*","Reduccion con chicote 1/4"" x 1/4""",,,,,,,,,,,,,,,,,,,,
,"*Вентили,переходники*","Reduccion con chicote 3/8"" x 3/8""",,,,,,,,,,,,,,,,,,,,
,"*Вентили,переходники*",Reduccion con chicote 1/2″ × 1/2″,,,,,,,,,,,,,,,,,,,,
,"*Вентили,переходники*","Valvula de servicio rapido 1/4""",,,,,,,,,,,,,,,,,,,,
,*Коллекторы*,Manifold VALUE VMG-2 R22/407/404/134,,,,,,,,,,,,,,,,,,,,
,*Коллекторы*,Manifold Digital VALUE VDG-1 con manguera,,,,,,,,,,,,,,,,,,,,
,**Фреон большие баллоны*,Refrigerante R-22 1kg FINLEY,,,,,,,,,,,,,,,,,,,,
,*Lanhai*,Motocompresor rotativo TOSHIBA ASM99V2UDZ 2275 Frig/h Btu-2395 R-410a,,,,,,,,,,,,,,,,,,,,
, Направление  СБТ,"Adaptador sellafugas 1/4""FH c/dep",,,,,,,,,,,,,,,,,,,,
, Направление  СБТ,"Adaptador sellafugas 5/16""FH c/dep",,,,,,,,,,,,,,,,,,,,
